id,full_name,weight_class_description,elo,fight_count
1432,Rico Altamirano,,1000,1
1433,Chris Culley,,1000,1
1434,Elisha Helsper,,1000,1
1435,Zoila Frausto,,1000,1
1436,Maurice Eazel,,1000,1
1437,Jonny Goh,,1000,1
1438,Merritt Warren,,1000,1
1439,Shane del Rosario,Heavyweight,964,3
1440,Brandon Cash,,1000,1
1441,Dominic Brown,,1000,1
1442,Michael Chandler,Lightweight,1037,6
1443,Rich Bouphanouvong,,1000,1
1444,Darryl Cobb,,1000,1
1445,Gary Tapusoa,,1000,1
1446,Nick Nolte,,1000,1
1447,Andy Waters,,1000,1
1448,Brian Davidson,,1000,1
1449,Russell Patrick,,1000,1
1450,Lee Gibson,,1000,1
1451,Joe Wilk,,1000,1
1452,Kevin Casey,Middleweight,979,8
1453,Chad Vance,,1000,1
1454,Bobby Voelker,Welterweight,925,5
1455,Kerry Vera,Women's Bantamweight,1000,1
1456,Rudy Bears,,1000,1
1457,Alexander Crispim,,1000,1
1458,AJ Fonseca,,1000,1
1459,Antwain Britt,Middleweight,1000,1
1460,Muhammed Lawal,,1000,1
1461,John Kelly,,1000,1
1462,Sabah Homasi,Welterweight,942,4
1463,Hayder Hassan,Welterweight,950,3
1464,Ryan Keenan,,1000,1
1465,Pablo Alfonso,,1000,1
1466,Marcos da Matta,,1000,1
1467,David Gomez,,1000,1
1468,Craig Oxley,,1000,1
1469,Joe Ray,,1000,1
1470,John Clarke,,1000,1
1471,Bobby Lashley,,1000,1
1472,Herschel Walker,,1000,1
1473,Greg Nagy,,1000,1
1474,Michael Byrnes,,1000,1
1475,Dave Zitanick,,1000,1
1476,James Te Huna,Middleweight,1025,11
1477,Daniel Roberts,Welterweight,992,8
1478,Charlie Brenneman,Lightweight,963,12
1479,Takayo Hashi,,1000,1
1480,Karl Amoussou,,1000,1
1481,Yancy Medeiros,Lightweight,1017,16
1482,Wayne Phillips,,1000,1
1483,Bendy Casimir,,1000,1
1484,Chad Mendes,Featherweight,1106,15
1486,Darren Elkins,Featherweight,1208,29
1487,Julio Paulino,Welterweight,953,3
1488,Greg Soto,Welterweight,982,4
1489,Mario Miranda,Middleweight,980,5
1490,Lolohea Mahe,,1000,1
1491,George Bush,,1000,1
1492,John Devine,,1000,1
1493,KJ Noons,Lightweight,1014,7
1494,Chan Sung Jung,Featherweight,1087,13
1495,Demetrious Johnson,Flyweight,1247,19
1497,Tim Stout,,1000,1
1498,Chris Hawk,,1000,1
1499,Ovince Saint Preux,Light Heavyweight,1114,28
1500,Dustin West,,1000,1
1501,Andy Uhrich,,1000,1
1502,Zach Underwood,,1000,1
1503,Hunter Worsham,,1000,1
1504,Dustin Ortiz,Flyweight,1058,15
1505,Justin Pennington,,1000,1
1506,Thomas Campbell,,1000,1
1507,Cody Floyd,,1000,1
1508,Claude Patrick,Welterweight,1052,5
1509,Roger Gracie,Middleweight,975,2
1510,Roger Bowling,Lightweight,961,4
1511,Julianna Pena,Women's Bantamweight,1114,11
1512,Bryan Travers,,1000,1
1513,Junior Barata,,1000,1
1514,Aurelijus Kerpe,,1000,1
1515,Travis Browne,Heavyweight,1085,18
1516,Justin DeMoney,,1000,1
1517,Francisco France,,1000,1
1518,Lee Brousseau,,1000,1
1519,Tom Aaron,,1000,1
1520,Eric Steenberg,,1000,1
1521,Matt Ricehouse,,1000,1
1522,Greg Wilson,,1000,1
1523,Karlos Vemola,Middleweight,958,7
1524,Dion Staring,Heavyweight,1000,1
1525,Todd Gouwenberg,,1000,1
1526,Moise Rimbon,,1000,1
1527,Renan Barao,Featherweight,1095,18
1528,Ryan McGivern,,1000,1
1529,Dave Phillips,,1000,1
1530,Waylon Lowe,Lightweight,1025,5
1531,Charles Oliveira,Lightweight,1668,34
1532,Federico Lopez,,1000,1
1534,Imani Lee,,1000,1
1535,Jan Finney,,1000,1
1536,Pro Escobedo,,1000,1
1537,Jason Sharp,,1000,1
1538,Stanislav Nedkov,Light Heavyweight,980,5
1539,Mark Holst,Lightweight,952,3
1540,David Branch,Middleweight,1026,10
1541,Anthony Leone,Bantamweight,1000,1
1542,Kris McCray,Welterweight,941,4
1543,Court McGee,Welterweight,992,23
1544,Jamie Yager,Middleweight,975,2
1545,Rich Attonito,Welterweight,1032,6
1546,Brad Tavares,Middleweight,1161,25
1547,Seth Baczynski,Welterweight,1010,12
1548,Josh Bryant,Middleweight,975,2
1549,Kyle Noke,Welterweight,1032,13
1550,Chris Camozzi,Middleweight,987,20
1551,James Hammortree,Middleweight,975,2
1552,RJ Clifford,,1000,1
1553,Jeremy Umphries,,1000,1
1554,Marcus Kowal,,1000,1
1555,Hugo Sandoval,,1000,1
1556,Willamy Freire,Lightweight,976,2
1557,Ricardo Romero,Light Heavyweight,976,4
1558,Christian Morecraft,Heavyweight,978,5
1559,Danny Downes,Lightweight,962,3
1560,James Toney,Heavyweight,990,2
1561,Amilcar Alves,Welterweight,954,3
1562,Tony Sylvester,,1000,1
1563,Gareth Joseph,,1000,1
1564,Derrick Burnsed,,1000,1
1565,Vagner Rocha,Lightweight,957,5
1566,Ron Keslar,,1000,1
1567,Chris Cope,Welterweight,987,4
1568,Bret Bergmark,,1000,1
1569,Michael Knaap,,1000,1
1570,Nikolajus Cilkinas,,1000,1
1571,Kengo Watanabe,,1000,1
1572,Young Sam Jung,,1000,1
1573,Maciej Jewtuszko,Lightweight,976,2
1574,Caros Fodor,Lightweight,985,2
1575,Ryo Kawamura,,1000,1
1576,Yukiya Naito,,1000,1
1577,Fabio Silva,,1000,1
1578,Chad Griggs,Light Heavyweight,967,3
1579,Sean McCorkle,Heavyweight,987,4
1594,Rafael Natal,Middleweight,1023,18
1595,Dustin Poirier,Lightweight,1151,32
1596,TJ Waldburger,Welterweight,1020,9
1597,David Mitchell,Welterweight,956,6
1598,Ido Pariente,,1000,1
1599,Ray Steinbeiss,,1000,1
1600,Ryan Couture,Lightweight,964,3
1601,Lucas Stark,,1000,1
1602,Todd Brown,Light Heavyweight,950,3
1603,Rob Broughton,Heavyweight,977,4
1604,Vinicius Queiroz,Heavyweight,975,2
1605,Curt Warburton,Lightweight,1002,4
1606,Tom Blackledge,Light Heavyweight,979,2
1607,Jason Riley,,1000,1
1608,Rocky Long,,1000,1
1609,Adam Schindler,,1000,1
1610,Kier Gooch,,1000,1
1611,Jose Santibanez,,1000,1
1612,Reynaldo Trujillo,,1000,1
1613,Chad Robichaux,,1000,1
1614,Humberto DeLeon,,1000,1
1615,Chad Cook,,1000,1
1616,Artenus Young,,1000,1
1617,Colleen Schneider,,1000,1
1618,Liz Carmouche,Women's Flyweight,1003,11
1619,Maiju Kujala,,1000,1
1620,Carina Damm,,1000,1
1621,Ryan Diaz,,1000,1
1622,Chris Gruetzemacher,Lightweight,1001,8
1635,Geronimo dos Santos,Heavyweight,1000,1
1636,Zhang Tiequan,Featherweight,952,5
1637,Ralph Dillon,,1000,1
1638,Dongi Yang,Middleweight,987,6
1639,Pat Audinwood,Lightweight,961,3
1640,Vinicius Magalhaes,,1000,1
1641,Paul Sass,Lightweight,1050,6
1642,John Doyle,,1000,1
1643,Yoko Takahashi,,1000,1
1644,Jon Murphy,,1000,1
1645,Takeshi Inoue,,1000,1
1646,Waachiim Spiritwolf,,1000,1
1647,Nick Pace,Bantamweight,976,4
1648,Maiquel Falcao,Middleweight,1029,2
1649,Yusuke Kawaguchi,,1000,1
1650,Michael McDonald,Bantamweight,1087,10
1651,Jess Bouscal,,1000,1
1652,Luis Mendoza,,1000,1
1653,Pablo Garza,Featherweight,1005,7
1654,Pascal Krauss,Welterweight,1016,5
1655,Kenny Robertson,Welterweight,1012,10
1656,Carlos Eduardo Rocha,Welterweight,989,4
1657,Edson Barboza,Featherweight,1173,31
1658,Masakatsu Okuda,,1000,1
1659,Michael Lerma,,1000,1
1660,Carl Toomey,,1000,1
1661,Jerome LeBanner,,1000,1
1662,Francois Botha,,1000,1
1663,Fabio Maldonado,Light Heavyweight,989,12
1664,Virgil Zwicker,,1000,1
1665,Shana Olsen,,1000,1
1666,Julia Budd,,1000,1
1667,Edward Faaloloto,Lightweight,963,3
1668,David Marshall,,1000,1
1669,Josh McDonald,,1000,1
1670,Alexandre Ferreira,Light Heavyweight,988,2
1671,Mark Scanlon,Welterweight,975,2
1672,Dominic Clark,,1000,1
1673,Antonio McKee,Lightweight,976,2
1674,Yurij Kiseliov,,1000,1
1675,John Makdessi,Lightweight,1071,21
1676,Jesse Bongfeldt,Middleweight,977,3
1677,JJ Ambrose,,1000,1
1678,Trenell Young,,1000,1
1679,Brett Cooper,,1000,1
1680,Patrick Speight,,1000,1
1681,Albert Rios,,1000,1
1682,Antonio Duarte,,1000,1
1683,King Green,Lightweight,1222,27
1684,Kiril Sidelnikov,,1000,1
1685,Hidehiko Hasegawa,,1000,1
1686,Edwin Aguilar,,1000,1
1687,Jorge Oliveira,,1000,1
1688,Derek Getzel,,1000,1
1689,Francisco Rivera,Bantamweight,1004,12
1690,Scott Carson,,1000,1
1691,TJ O'Brien,Lightweight,974,3
1692,Fernando Bettega,,1000,1
1693,Max Martyniouk,,1000,1
1694,Patrick Cummins,Light Heavyweight,1019,14
1695,Terrell Brown,,1000,1
1696,Justin Lawrence,Featherweight,976,4
1697,Wes Shivers,,1000,1
1698,Goldman Butler,,1000,1
1699,Jacob Noe,,1000,1
1700,Jeremiah Riggs,,1000,1
1702,Wesley Little,,1000,1
1704,Mike Lullo,Featherweight,951,3
1705,Ken Stone,Bantamweight,1000,5
1706,Iuri Alcantara,Bantamweight,1062,19
1707,Sean Pierson,Welterweight,1064,7
1708,Mike Glenn,,1000,1
1709,Josh Epps,,1000,1
1710,JW Wright,,1000,1
1711,Michael Johnson,Lightweight,1013,30
1712,Kyle Watson,Lightweight,1000,3
1713,Cody McKenzie,Lightweight,993,8
1714,Sako Chivitchian,Lightweight,975,2
1715,Aaron Wilkinson,Lightweight,975,2
1716,Ian Loveland,Bantamweight,977,4
1717,Coltin Cole,,1000,1
1718,Cortez Coleman,,1000,1
1719,Amanda Nunes,Women's Bantamweight,1291,19
1720,Kazuhisa Watanabe,,1000,1
1721,Rhadi Ferguson,,1000,1
1723,Katsuaki Furuki,,1000,1
1724,Nick Ring,Middleweight,1026,7
1725,Casey Huffman,,1000,1
1726,Matt Horning,,1000,1
1727,John Richard,,1000,1
1728,Daniel Schmitt,,1000,1
1729,Stoney Hale,,1000,1
1730,Gerric Hayes,,1000,1
1733,Jeremy Wallace,,1000,1
1734,Chris Barnhizer,,1000,1
1735,Karl Willis,,1000,1
1736,Josh Jarvis,,1000,1
1737,Luke Sanders,Bantamweight,977,9
1738,Charles McTorry,,1000,1
1739,Krishaun Gilmore,,1000,1
1740,Jason Blackford,,1000,1
1741,Jeremy Boczulak,,1000,1
1742,Gian Villante,Light Heavyweight,957,19
1743,Lee Higgins,,1000,1
1744,Germaine de Randamie,Women's Bantamweight,1096,11
1745,Stephanie Webber,,1000,1
1746,Lucas Gamaza,,1000,1
1747,Jenna Castillo,,1000,1
1748,Charlene Gellner,,1000,1
1755,Alex Caceres,Featherweight,1025,31
1756,Marc Stevens,,1000,1
1757,John Cholish,Lightweight,989,4
1758,Igor Gracie,,1000,1
1759,John Salgado,,1000,1
1760,Josh LaBerge,,1000,1
1761,Don Carlo-Clauss,,1000,1
1762,Sam Oropeza,,1000,1
1763,Jason McLean,,1000,1
1764,Kevin Roddy,,1000,1
1765,Ryan Larson,,1000,1
1766,Aaron Lanfranco,,1000,1
1767,Drew Pendleton,,1000,1
1768,Dennis Dombrow,,1000,1
1769,Chris Weidman,Middleweight,1172,20
1770,Reuben Duran,Bantamweight,963,5
1771,Josh Thornburg,,1000,1
1772,Billy Vaughan,,1000,1
1773,Jason Freeman,,1000,1
1774,Ian Rammel,,1000,1
1775,Brian Rogers,,1000,1
1776,Marc Cofer,,1000,1
1777,Mitch Whitesel,,1000,1
1778,JP Felty,,1000,1
1779,John Kuhner,,1000,1
1780,Damion Douglas,,1000,1
1781,Constantinos Philippou,Middleweight,1068,11
1782,Edwin Figueroa,Bantamweight,961,7
1783,Lorenz Larkin,Welterweight,1026,11
1784,Anthony Avila,,1000,1
1785,Rafael Rios,,1000,1
1786,Bobby Escalante,,1000,1
1787,Raul Sandoval,,1000,1
1788,Tristan Arenal,,1000,1
1789,Tommy Petersen,,1000,1
1790,Ronald Carillo,,1000,1
1791,Robert Peralta,Featherweight,1047,9
1792,Brett Albee,,1000,1
1793,Saad Awad,,1000,1
1794,Casey Ryan,,1000,1
1795,Paul Song,,1000,1
1796,Edgar Cardenas,,1000,1
1797,Herman Terrado,,1000,1
1798,AJ Matthews,,1000,1
1799,Joe Duarte,,1000,1
1800,Dave Herman,Heavyweight,971,6
1801,James Head,Welterweight,998,6
1802,Jason Young,Featherweight,960,5
1803,Koichiro Matsumoto,,1000,1
1804,Yusaku Nakamura,,1000,1
1805,Quinn Mulhern,Lightweight,964,3
1806,Derek Brunson,Middleweight,1159,22
1807,Jeremy Hamilton,,1000,1
1808,Yuri Villefort,Welterweight,951,3
1809,Eduardo Pamplona,,1000,1
1810,Trevor Smith,Welterweight,978,13
1811,Keith Berry,,1000,1
1812,Sarah D'alelio,,1000,1
1813,Magno Almeida,,1000,1
1814,Ramsey Nijem,Lightweight,983,11
1815,Tony Ferguson,Welterweight,1176,25
1816,Chuck O'Neil,Welterweight,975,2
1817,Justin Edwards,Lightweight,950,8
1818,Clay Harvison,Lightweight,989,4
1819,Ryan McGillivray,Welterweight,975,2
1820,Erick Silva,Featherweight,1027,16
1821,Nah-Shon Burrell,Welterweight,1001,3
1822,Mike Bronzoulis,,1000,1
1823,Brian Melancon,Welterweight,1004,3
1824,Isaac Vallie-Flagg,Lightweight,980,5
1825,Donny Walker,Bantamweight,950,3
1826,Adlan Amagov,Welterweight,1052,3
1827,Ron Stallings,Middleweight,986,4
1828,Ronda Rousey,Women's Bantamweight,1115,9
1829,Bruno Carvalho,,1000,1
1830,Jerron Peoples,,1000,1
1831,Jeff Hougland,Bantamweight,975,4
1832,Antonio Carvalho,Featherweight,1017,5
1833,Joe Cason,,1000,1
1834,Eric Wisely,Lightweight,963,3
1835,Ronny Markes,Middleweight,1037,6
1836,Lionel Lanham,,1000,1
1837,TJ Cook,,1000,1
1838,Tyler Stinson,,1000,1
1839,Alexis Davis,Women's Flyweight,1059,15
1840,Ben Lagman,,1000,1
1841,Maka Watson,,1000,1
1842,Bill Cooper,,1000,1
1843,Anthony Smith,Light Heavyweight,1098,24
1844,Eiji Ishikawa,,1000,1
1845,Nate James,,1000,1
1846,Bryan Humes,,1000,1
1847,Gabriel Salinas-Jones,,1000,1
1848,Brian McLaughlin,,1000,1
1849,Sterling Ford,,1000,1
1850,Shawn Jordan,Heavyweight,1067,11
1851,Lance Benoist,Welterweight,1008,5
1852,Stipe Miocic,Heavyweight,1214,19
1853,Satoru Kitaoka,,1000,1
1854,Roy Jones,,1000,1
1855,Derrick Mehmen,,1000,1
1856,Lukasz Les,,1000,1
1857,Chad Leonhardt,,1000,1
1858,Felipe Arantes,Bantamweight,965,13
1859,Jimy Hettes,Featherweight,1028,7
1860,Johnny Eduardo,Bantamweight,970,9
1861,Mike Easton,Bantamweight,1004,8
1862,Yusup Saadulaev,,1000,1
1863,Rodolfo Marques Diniz,,1000,1
1864,Maximo Blanco,Featherweight,986,10
1865,Marcos Rogerio de Lima,Heavyweight,1102,19
1866,Yoel Romero,Middleweight,1138,14
1867,Jordan Mein,Welterweight,1046,10
1868,Luis Ramos,Welterweight,963,3
1869,Jorge Lopez,Welterweight,964,3
1870,Felipe Portela,,1000,1
1871,Yan Cabral,Lightweight,983,6
1872,Charon Spain,,1000,1
1873,Walel Watson,Bantamweight,952,5
1874,Joseph Sandoval,Bantamweight,951,3
1875,Dominique Steele,Welterweight,943,6
1876,Chris Mierzwiak,,1000,1
1877,Eddie Yagin,Featherweight,1005,3
1878,Papy Abedi,Middleweight,969,5
1879,Philip De Fries,Heavyweight,991,6
1880,Oli Thompson,Heavyweight,951,3
1881,Che Mills,Welterweight,1029,5
1882,Vaughan Lee,Bantamweight,961,9
1883,Francis Carmont,Middleweight,1109,10
1884,Mike Stumpf,Welterweight,953,3
1885,Chris Spang,Welterweight,975,2
1886,Nick Rossborough,,1000,1
1887,Danny Davis,,1000,1
1888,Baru Harn,,1000,1
1889,Byron Bloodworth,Bantamweight,954,3
1890,Dustin Jacoby,Light Heavyweight,1022,15
1891,Mitch Clarke,Lightweight,959,8
1892,Hiroko Yamanaka,,1000,1
1893,John Maguire,Lightweight,1004,6
1894,Matt Lucas,Light Heavyweight,976,2
1895,Clifford Starks,Middleweight,986,4
1896,Andreas Spang,Heavyweight,1000,1
1897,Alex Soto,Bantamweight,953,3
1898,David Hulett,,1000,1
1899,James Reese,,1000,1
1900,Jake Hecht,Welterweight,979,4
1901,Willie Parks,,1000,1
1902,Siyar Bahadurzada,Welterweight,1027,9
1903,Ednaldo Oliveira,Light Heavyweight,962,3
1904,John Dodson,Bantamweight,1099,18
1905,TJ Dillashaw,Bantamweight,1159,19
1906,Diego Brandao,Featherweight,1050,11
1907,Dennis Bermudez,Featherweight,1095,18
1908,Dustin Pague,Bantamweight,917,7
1909,John Albert,Bantamweight,928,6
1910,Johnny Bedford,Bantamweight,991,7
1911,Louis Gaudinot,Flyweight,957,6
1912,Roland Delorme,Bantamweight,1023,8
1913,Marcus Brimage,Bantamweight,1002,9
1914,Stephen Bass,Featherweight,975,2
1915,Josh Ferguson,Flyweight,954,3
1916,Steven Siler,Featherweight,1059,10
1917,Josh Clopton,Featherweight,955,3
1918,Reza Madadi,Lightweight,996,8
1919,Khabib Nurmagomedov,Lightweight,1360,14
1920,Eddie Mendez,Middleweight,976,2
1921,Nick Denis,Bantamweight,1001,3
1922,Ryan Jimmo,Light Heavyweight,993,8
1923,Michael Kuiper,Middleweight,961,5
1924,Chris Brown,,1000,1
1925,Alonzo Martinez,,1000,1
1926,Caio Magalhaes,Middleweight,1046,8
1927,Megumi Fujii,,1000,1
1928,Karla Benitez,,1000,1
1929,Ricky Legere Jr.,Welterweight,1000,1
1930,Estevan Payan,Featherweight,940,4
1931,Yasuhiro Urushitani,Flyweight,953,3
1932,Daniel Pineda,Featherweight,981,14
1933,Jared Papazian,Flyweight,927,4
1934,Pat Schilling,Featherweight,950,3
1935,Mitch Gagnon,Bantamweight,1027,9
1936,Max Holloway,Featherweight,1263,30
1937,Tom DeBlass,Middleweight,951,3
1938,Magnus Cedenblad,Middleweight,1063,7
1939,Nick Penner,Lightweight,961,3
1940,Tommy Hayden,Featherweight,953,3
1941,Simeon Thoresen,Welterweight,979,4
1942,Besam Yousef,Welterweight,950,3
1943,Dan Stittgen,Welterweight,951,3
1944,Stephen Thompson,Welterweight,1132,21
1945,Buddy Roberts,Middleweight,1015,3
1947,Anton Kuivanen,Lightweight,976,4
1948,Justin Salas,Lightweight,991,8
1949,Bernardo Magalhaes,Lightweight,951,3
1950,Yoislandy Izquierdo,Lightweight,961,3
1951,Henry Martinez,Lightweight,989,4
1952,Tim Means,Welterweight,1056,30
1953,Chris Clements,Welterweight,1004,6
1954,Akira Corassani,Featherweight,1038,7
1955,Issei Tamura,Bantamweight,977,4
1956,Stephen Palling,,1000,1
1957,Chatt Lavender,,1000,1
1958,Jason Medina,,1000,1
1959,Joe Hurley,,1000,1
1960,Tom Sauer,,1000,1
1961,Chad W. Saunders,,1000,1
1962,Todd Lally,,1000,1
1963,Brandon Saling,,1000,1
1964,Bristol Marunde,Welterweight,951,3
1965,Andrew Craig,Welterweight,987,8
1966,John Lineker,Bantamweight,1161,17
1967,Azamat Gashimov,Flyweight,962,3
1968,Glover Teixeira,Light Heavyweight,1252,24
1969,Guto Inocente,Light Heavyweight,961,3
1970,Tim Elliott,Flyweight,979,21
1971,CJ Keith,Lightweight,952,3
1972,Marcus LeVesseur,Lightweight,978,4
1973,John Cofer,Lightweight,951,3
1974,Myles Jury,Featherweight,1139,13
1975,Chris Saunders,Lightweight,975,2
1976,Daron Cruickshank,Lightweight,1005,14
1977,Chris Tickle,,975,2
1978,Sam Sicilia,Featherweight,942,13
1979,Erik Perez,Bantamweight,1123,10
1980,Hacran Dias,Featherweight,1010,9
1981,Jeremy Larsen,Featherweight,929,4
1982,Joe Proctor,Lightweight,1009,9
1983,Al Iaquinta,Lightweight,1085,16
1984,James Vick,Welterweight,1132,15
1985,Michael Chiesa,Welterweight,1124,20
1986,Vinc Pichel,Lightweight,1065,12
1987,Joey Gambino,Featherweight,954,3
1988,Brock Jardine,Welterweight,964,3
1989,Marcelo Guimaraes,Middleweight,1003,5
1990,Andy Ogle,Featherweight,930,7
1991,Cezar Ferreira,Middleweight,1098,16
1992,Sergio Moraes,Welterweight,1089,15
1993,Godofredo Pepey,Featherweight,981,12
1994,Rony Jason,Featherweight,1040,10
1995,Anistavio Medeiros,Featherweight,975,2
1996,Delson Heleno,Welterweight,975,2
1997,Francisco Trinaldo,Lightweight,1211,27
1998,John Teixeira,Featherweight,975,2
1999,Hugo Viana,Bantamweight,1009,7
2000,Thiago Perpetuo,Welterweight,977,4
2001,Leonardo Mafra,Lightweight,967,5
2002,Marcos Vinicius,Flyweight,975,4
2003,Wagner Campos,Featherweight,975,2
2004,Wagner Prado,Light Heavyweight,965,4
2005,Tom Watson,Middleweight,977,8
2007,John Moraga,Flyweight,1057,15
2008,Ulysses Gomez,Flyweight,950,3
2009,Jimi Manuwa,Light Heavyweight,1035,13
2010,Chico Camus,Flyweight,983,9
2011,Jussier Formiga,Flyweight,1067,17
2012,Renee Forte,Lightweight,967,5
2013,Abel Trujillo,Lightweight,1066,12
2014,Roger Hollett,Light Heavyweight,964,3
2015,Gunnar Nelson,Welterweight,1138,16
2016,Phil Harris,Flyweight,954,6
2017,Cat Zingano,Women's Bantamweight,980,8
2018,Kyung Ho Kang,Bantamweight,1069,15
2019,Jon Tuck,Lightweight,982,10
2020,Hyun Gyu Lim,Welterweight,999,8
2021,Michael Bravo,,1000,1
2022,Sara McMann,Women's Bantamweight,1015,14
2023,Rustam Khabilov,Welterweight,1148,14
2024,Gilbert Rael,,1000,1
2025,Yokthai Sithoar,,1000,1
2026,Motonobu Tezuka,Bantamweight,962,3
2027,Daniel Sarafian,Welterweight,968,7
2028,Mike Rio,Lightweight,967,5
2029,Ben Alloway,Welterweight,976,4
2030,Brad Scott,Middleweight,950,9
2031,Brendan Loughnane,Lightweight,975,2
2032,Cody Donovan,Light Heavyweight,952,5
2033,Colin Fletcher,Lightweight,950,3
2034,Manuel Rodriguez,Welterweight,975,2
2035,Mike Wilkinson,Featherweight,1003,5
2036,Norman Parke,Lightweight,1083,10
2037,Robert Whittaker,Middleweight,1282,23
2038,Nandor Guelmino,Heavyweight,975,2
2039,Colton Smith,Lightweight,953,5
2040,Mike Ricci,Lightweight,979,4
2041,Yaotzin Meza,Featherweight,968,8
2042,Will Brooks,Lightweight,993,5
2043,Georgi Karakhanyan,,1000,1
2044,Kazuki Tokudome,Lightweight,951,5
2045,Fiona Muxlow,,1000,1
2046,Jon Manley,Welterweight,975,2
2047,Neil Magny,Welterweight,1272,33
2048,Lucas Martins,Featherweight,1042,8
2049,Kurt Holobaugh,Lightweight,937,8
2050,Pedro Nobre,Bantamweight,1000,2
2051,Ildemar Alcantara,Middleweight,1041,8
2053,Sean Spencer,Welterweight,986,9
2054,Dustin Kimura,Bantamweight,991,6
2055,Ryan LaFlare,Welterweight,1120,11
2056,Sheila Gaff,Women's Strawweight,951,3
2057,Conor McGregor,Lightweight,1162,15
2058,Tor Troeng,Middleweight,961,5
2059,Adam Cella,Welterweight,975,2
2060,Ilir Latifi,Heavyweight,1053,17
2061,Clint Hester,Middleweight,1052,8
2062,Dylan Andrews,Middleweight,984,6
2063,Jimmy Quinlan,Welterweight,975,2
2064,Luke Barnatt,Middleweight,1024,7
2065,Collin Hart,Middleweight,975,2
2066,Josh Samman,Middleweight,1052,6
2067,Robert McDaniel,Middleweight,989,4
2068,Gilbert Smith,Welterweight,975,2
2069,Uriah Hall,Middleweight,1053,20
2070,Kelvin Gastelum,Middleweight,1275,24
2071,Iliarde Santos,Flyweight,941,4
2072,Antonio Braga Neto,Middleweight,979,4
2073,Leandro Silva,Lightweight,992,9
2074,Michel Prazeres,Welterweight,1125,15
2075,Joao Zeferino,Welterweight,962,3
2076,Nikita Krylov,Light Heavyweight,1080,19
2077,William Macario,Welterweight,963,5
2078,Leonardo Santos,Lightweight,1109,12
2079,Jessica Andrade,Women's Flyweight,1120,28
2080,Viscardi Andrade,Welterweight,1053,5
2081,Robert Drysdale,Light Heavyweight,1000,2
2082,Derrick Lewis,Heavyweight,1239,30
2083,Daniel Omielanczuk,Heavyweight,980,10
2084,Ali Bagautinov,Flyweight,1056,8
2085,Francimar Barroso,Light Heavyweight,1020,10
2086,Jose Maria,Flyweight,953,3
2087,Thiago Santos,Light Heavyweight,1102,25
2088,Ramiro Hernandez,Bantamweight,954,3
2089,Piotr Hallmann,Lightweight,975,7
2090,Brian Houston,Middleweight,953,3
2091,Darrell Montague,Flyweight,934,4
2092,Edimilson Souza,Featherweight,1053,5
2093,Elias Silverio,Lightweight,1032,6
2094,Jack Morrison,,1000,1
2095,Wilson Reis,Flyweight,1062,14
2096,Ivan Jorge,Lightweight,1006,5
2097,Jesse Ronson,Welterweight,906,7
2098,Eric Schwartz,,1000,1
2099,Jessica Eye,Women's Flyweight,950,17
2100,Igor Araujo,Welterweight,1007,5
2101,Alan Patrick,Lightweight,1057,11
2102,Garett Whiteley,Lightweight,926,4
2103,Kyoji Horiguchi,Flyweight,1157,9
2104,Omari Akhmedov,Middleweight,1080,16
2105,Jared Rosholt,Heavyweight,1103,9
2106,Walt Harris,Heavyweight,960,17
2107,Santiago Ponzinibbio,Welterweight,1103,19
2108,Joe Martin,,1000,1
2109,Miguel Cosio,,1000,1
2110,Alejandro Garcia,,1000,1
2111,Nick Ertl,,1000,1
2112,Deshaun Johnson,,1000,1
2113,Brian Sleeman,,1000,1
2114,Kengo Ura,,1000,1
2115,Gary Quan,,1000,1
2116,Mack Brewer,,1000,1
2117,James Gabert,,1000,1
2118,Sergio Pettis,Flyweight,1104,15
2119,Andre Fili,Featherweight,1047,24
2120,Aleksandra Albu,Women's Strawweight,1010,5
2121,Bruno Santos,Middleweight,979,4
2122,Krzysztof Jotko,Middleweight,1127,18
2123,Tom Niinimaki,Featherweight,960,5
2124,Nicholas Musoke,Welterweight,1008,7
2125,Richie Vaculik,Flyweight,954,5
2126,Justin Scoggins,Flyweight,1010,10
2127,Anthony Lapsley,Welterweight,951,3
2128,Robert Whiteford,Featherweight,1004,6
2129,Andreas Stahl,Welterweight,952,3
2130,Alex Garcia,Welterweight,1031,11
2131,Kiichi Kunimoto,Welterweight,1042,6
2132,Shunichi Shimizu,Bantamweight,976,2
2133,Bethe Correia,Women's Bantamweight,1006,13
2134,Ryan Benoit,Flyweight,939,10
2135,Josh Sampo,Flyweight,952,5
2136,Chris Holdsworth,Bantamweight,1050,3
2137,Davey Grant,Bantamweight,992,13
2138,Jessamyn Duke,Women's Bantamweight,952,5
2139,Peggy Morgan,Women's Bantamweight,975,2
2141,Ben Wall,Lightweight,952,3
2142,Alptekin Ozkilic,Flyweight,967,5
2143,Jon Delos Reyes,Flyweight,958,5
2144,Mairbek Taisumov,Lightweight,1116,10
2145,Tae Hyun Bang,Lightweight,979,6
2146,Will Chope,Featherweight,985,2
2147,Royston Wee,Bantamweight,1027,4
2148,Dave Galera,Bantamweight,975,2
2149,Jessica Rakoczy,Women's Strawweight,953,3
2150,Raquel Pennington,Women's Bantamweight,1147,19
2151,Luiz Dutra,Welterweight,951,3
2152,Zach Makovsky,Flyweight,1017,8
2153,Sean Soriano,Lightweight,895,6
