id,full_name,weight_class_description,elo,fight_count
2832,Jamie Moyle,Women's Strawweight,980,4
2833,Charlie Ward,Welterweight,951,3
2834,Paul Craig,Middleweight,1021,19
2835,Viviane Pereira,Women's Strawweight,1004,5
2836,Claudio Puelles,Lightweight,1067,9
2837,Martin Bravo,Lightweight,963,5
2838,Kwan Ho Kwak,Bantamweight,960,3
2839,Brett Johns,Bantamweight,1080,8
2840,Tyson Pedro,Light Heavyweight,1047,12
2841,Devin Powell,Lightweight,953,5
2842,Brian Camozzi,Welterweight,942,4
2843,Irene Aldana,Women's Bantamweight,1087,14
2844,Gerald Meerschaert,Middleweight,1044,21
2845,Ashley Yoder,Women's Strawweight,907,12
2846,Matt Schnell,Flyweight,1020,14
2847,Shane Burgos,Featherweight,1126,12
2848,JJ Aldrich,Women's Flyweight,1057,16
2849,Saparbeg Safarov,Light Heavyweight,968,5
2850,Dmitry Sosnovskiy,Heavyweight,1027,2
2851,Niko Price,Welterweight,1037,18
2852,Aiemann Zahabi,Bantamweight,1060,8
2853,John Phillips,Middleweight,921,7
2854,Drakkar Klose,Lightweight,1157,12
2855,Bobby Nash,Welterweight,940,4
2856,Jordan Johnson,Light Heavyweight,1107,5
2857,Ricardo Ramos,Featherweight,1093,14
2858,Alexandre Pantoja,Flyweight,1188,16
2859,Eric Shelton,Flyweight,961,7
2860,Jeremy Kimball,Middleweight,965,5
2861,Marcel Fortuna,Light Heavyweight,987,4
2862,Gavin Tucker,Featherweight,1046,8
2863,Volkan Oezdemir,Light Heavyweight,1071,15
2864,Jarred Brooks,Flyweight,1002,5
2865,Michel Quinones,Featherweight,962,3
2866,Gina Mazany,Women's Bantamweight,910,9
2867,Justin Willis,Heavyweight,1092,6
2868,Brooke Mayo,,1000,1
2869,Veta Arteaga,,1000,1
2870,Cynthia Calvillo,Women's Flyweight,1060,14
2871,Anatoly Tokov,,1000,1
2872,Desmond Green,Lightweight,1054,8
2873,Cindy Dandois,Women's Bantamweight,987,2
2874,Andre Soukhamthath,Bantamweight,948,8
2875,Daniel Spitz,Heavyweight,967,5
2876,Paulo Costa,Middleweight,1108,11
2877,Davi Ramos,Lightweight,1063,8
2878,Deiveson Figueiredo,Bantamweight,1225,18
2879,Lucie Pudilova,Women's Flyweight,915,12
2880,Bibulatov Magomed,Flyweight,988,4
2881,Pearl Gonzalez,Women's Strawweight,952,3
2882,Tom Duquesnoy,Bantamweight,1028,4
2883,Ashkan Mokhtarian,Flyweight,971,3
2885,Naoki Inoue,Flyweight,1002,3
2886,Carls John De Tomas,Flyweight,951,3
2887,Marlon Moraes,Bantamweight,1058,12
2888,Wang Guan,Featherweight,1026,2
2889,Ji Yeon Kim,Women's Flyweight,940,11
2890,Jared Gordon,Lightweight,1056,16
2891,Luke Jumeau,Welterweight,1016,5
2892,Galore Bofando,Welterweight,1013,3
2893,Aspen Ladd,Women's Bantamweight,1055,8
2894,Nadia Kassem,Women's Flyweight,977,4
2895,Brian Kelleher,Bantamweight,1038,18
2896,Justin Gaethje,Lightweight,1115,14
2897,Oliver Enkamp,Welterweight,974,3
2898,Amanda Ribas,Women's Strawweight,1103,12
2899,Adam Wieczorek,Heavyweight,1038,4
2900,Azamat Murzakanov,Light Heavyweight,1103,5
2901,Junior Albini,Heavyweight,956,6
2902,Chan-Mi Jeon,Women's Strawweight,952,3
2903,James Mulheron,Heavyweight,975,2
2904,Rolando Dy,Bantamweight,975,5
2905,Frank Camacho,Lightweight,946,9
2906,Megan Anderson,Women's Featherweight,1031,7
2907,Dominick Reyes,Light Heavyweight,1068,12
2908,Amanda Lemos,Women's Strawweight,1113,13
2909,Greg Rebello,Heavyweight,1000,1
2910,Azunna Anyanwu,Heavyweight,978,2
2911,Boston Salmon,Bantamweight,951,3
2912,Ricky Turcios,Bantamweight,1004,5
2913,Charles Byrd,Middleweight,964,5
2914,Manny Vazquez,Flyweight,1000,1
2915,Michael Cora,Welterweight,1000,1
2916,Sidney Outlaw,Welterweight,1000,1
2917,Sean O'Malley,Bantamweight,1193,13
2918,Mike Rodriguez,Light Heavyweight,944,9
2919,Lazar Stojadinovic,Featherweight,1000,1
2920,Thanh Le,Featherweight,1000,1
2921,CJ Hamilton,Flyweight,1000,1
2922,Casey Kenney,Bantamweight,1072,9
2923,Alfred Khashakyan,Bantamweight,1000,1
2924,Aleksandar Rakic,Light Heavyweight,1088,10
2925,John Castaneda,Bantamweight,1028,8
2926,Austin Arnett,Featherweight,955,5
2927,Ronaldo Candido,Flyweight,1000,1
2928,James Gray,Bantamweight,1000,1
2929,Phil Hawes,Middleweight,1025,9
2930,Cody Stamann,Bantamweight,1066,15
2931,Terrion Ware,Bantamweight,906,5
2932,Trevin Giles,Welterweight,1032,14
2933,James Bochnovic,Light Heavyweight,950,3
2934,Angel De Anda,Light Heavyweight,1000,1
2935,Ryan Spann,Heavyweight,1079,13
2936,Karl Roberson,Middleweight,1007,11
2937,Jason Jackson,Welterweight,1000,1
2938,Luis Gomez,Featherweight,1000,1
2939,Kyle Stewart,Welterweight,962,3
2941,Dan Ige,Featherweight,1083,18
2942,Chase Waldon,Middleweight,1000,1
2943,Tim Williams,Middleweight,954,3
2944,Brandon Davis,Featherweight,918,10
2945,Carlos Candelario,Flyweight,950,3
2946,Cheyden Leialoha,Bantamweight,1000,1
2947,Julian Marquez,Middleweight,995,8
2948,Kyler Phillips,Bantamweight,1121,8
2949,Tom Gallicchio,Lightweight,986,2
2950,Nick Roehrick,Light Heavyweight,977,2
2951,Jamie Pickett,Middleweight,901,10
2952,Danny Henry,Featherweight,1014,5
2953,Daniel Teymur,Featherweight,935,6
2954,Eryk Anders,Middleweight,1055,18
2955,Joseph Morales,Flyweight,980,4
2956,Robert Sanchez,Flyweight,976,4
2957,Gokhan Saki,Light Heavyweight,1012,3
2958,Syuri Kondo,Women's Strawweight,955,5
2959,Calvin Kattar,Featherweight,1076,14
2960,Humberto Bandenay,Featherweight,967,5
2961,Abu Azaitar,Middleweight,980,4
2962,Arjan Bhullar,Heavyweight,1051,5
2963,Geoff Neal,Welterweight,1102,12
2964,Daichi Abe,Welterweight,989,4
2965,Zabit Magomedsharipov,Featherweight,1153,7
2966,Jamelle Jones,Light Heavyweight,1000,1
2967,Peter Petties,Featherweight,1000,1
2968,Julio Arce,Featherweight,1055,11
2969,Alex Perez,Flyweight,1092,13
2970,Kevin Gray,Flyweight,1000,1
2971,Ricky Simon,Bantamweight,1088,14
2972,Donavon Frelow,Bantamweight,1000,1
2973,Everett Sims,Heavyweight,1000,1
2974,Shelton Graves,Heavyweight,1000,1
2975,Tiffany Masters,Women's Strawweight,1000,1
2976,Jamie Colleen,Women's Strawweight,1000,1
2977,Martin Day,Bantamweight,915,5
2978,Jaime Alvarez,Flyweight,1000,1
2979,Karl Reed,Light Heavyweight,1000,1
2980,Cameron Olson,Light Heavyweight,1000,1
2981,Grant Dawson,Lightweight,1193,12
2982,Adrian Diaz,Featherweight,1000,1
2983,Anton Berzin,Light Heavyweight,1000,1
2984,Kennedy Nzechukwu,Heavyweight,1036,12
2985,Steven Peterson,Featherweight,968,9
2986,Benito Lopez,Bantamweight,1014,5
2987,JP Buys,Flyweight,922,5
2988,Mark Cherico,Featherweight,1000,1
2989,Mike Santiago,Featherweight,927,4
2990,Nick Urso,Flyweight,1000,1
2991,Jordan Espinosa,Flyweight,988,7
2992,Oskar Piechota,Welterweight,980,7
2993,Randall Wallace,Middleweight,1000,1
2994,Matt Frevola,Lightweight,1022,11
2995,Bevon Lewis,Middleweight,984,5
2996,Elias Urbina,Middleweight,1000,1
2997,Don'Tale Mayes,Heavyweight,991,11
2998,Allen Crowder,Heavyweight,978,4
3000,Kelly Velasco,Women's Bantamweight,1000,1
3001,Ramazan Emeev,Welterweight,1087,9
3002,Mads Burnell,Featherweight,993,4
3003,Lauren Mueller,Women's Flyweight,967,5
3004,Rob Wilkinson,Middleweight,953,3
3005,Talita Bernardo,Women's Bantamweight,966,5
3006,Carlos Felipe,Heavyweight,1042,6
3007,Alex Reyes,Lightweight,933,4
3008,Jodie Esquibel,Women's Strawweight,927,5
3009,Wu Yanan,Women's Flyweight,927,7
3010,Yan Xiaonan,Women's Strawweight,1152,12
3011,Mara Romero Borella,Women's Flyweight,953,8
3012,Kalindra Faria,Women's Flyweight,948,4
3013,Marcelo Golm,Heavyweight,962,5
3014,Nasrat Haqparast,Lightweight,1119,14
3015,Tai Tuivasa,Heavyweight,1044,17
3016,Michal Oleksiejczuk,Middleweight,1028,15
3017,Sheymon Moraes,Featherweight,992,6
3018,Raoni Barcelos,Bantamweight,1098,12
3019,Salim Touahri,Welterweight,962,4
3020,Merab Dvalishvili,Bantamweight,1158,13
3021,Muslim Salikhov,Welterweight,1106,12
3022,Jessica-Rose Clark,Women's Bantamweight,1001,10
3023,Markus Perez,Middleweight,933,8
3024,Song Kenan,Welterweight,1054,10
3025,Pingyuan Liu,Bantamweight,1016,5
3026,Bharat Kandare,Bantamweight,975,2
3027, Wulijiburen,Featherweight,939,4
3028,Shane Young,Featherweight,935,8
3029,Hu Yaozong,Heavyweight,933,4
3030,Song Yadong,Bantamweight,1153,15
3031,Gillian Robertson,Women's Strawweight,1106,18
3032,Emily Whitmire,Women's Flyweight,962,7
3033,Ariel Beck,Women's Flyweight,975,2
3034,Shana Dobson,Women's Flyweight,959,7
3035,Karine Gevorgyan,Women's Flyweight,975,2
3036,Christina Marks,Women's Flyweight,975,2
3037,Montana De La Rosa,Women's Flyweight,1047,13
3038,DeAnna Bennett,Women's Flyweight,1000,2
3039,Melinda Fabian,Women's Flyweight,975,3
3040,Barb Honchak,Women's Flyweight,955,3
3041,Nicco Montano,Women's Flyweight,1013,3
3042,Sijara Eubanks,Women's Bantamweight,1013,11
3043,Rachael Ostovich,Women's Flyweight,972,5
3045,Marcin Prachnio,Light Heavyweight,967,11
3046,Magomed Ankalaev,Light Heavyweight,1176,14
3047,Priscila Cachoeira,Women's Bantamweight,982,11
3048,Maia Stevenson,Women's Strawweight,975,2
3049,Polyana Viana,Women's Strawweight,953,11
3050,Mark De La Rosa,Bantamweight,948,8
3051,Israel Adesanya,Middleweight,1299,18
3052,Livinha Souza,Women's Strawweight,1028,7
3053,Yana Santos,Women's Bantamweight,1014,10
3054,Mackenzie Dern,Women's Strawweight,1119,15
3055,Cory Sandhagen,Bantamweight,1159,15
3056,Hakeem Dawodu,Featherweight,1062,11
3057,Manny Bermudez,Bantamweight,1047,6
3058,Alexander Hernandez,Lightweight,1060,14
3059,Andrea Lee,Women's Flyweight,994,14
3060,Nad Narimani,Featherweight,1007,5
3061,Dan Moret,Featherweight,950,4
3062,Nathaniel Wood,Featherweight,1120,12
3063,Don Madge,Lightweight,1051,3
3064,Molly McCann,Women's Strawweight,1021,14
3065,Jennifer Maia,Women's Flyweight,1044,13
3066,Said Nurmagomedov,Bantamweight,1122,10
3067,Darko Stosic,Heavyweight,963,5
3068,Petr Yan,Bantamweight,1135,14
3069,Hector Aldana,Welterweight,931,4
3070,Blagoy Ivanov,Heavyweight,1008,9
3071,Craig White,Welterweight,980,3
3072,Jalin Turner,Lightweight,1065,13
3073,Max Mustaki,Lightweight,1000,1
3074,Rilley Dutro,Flyweight,1000,1
3075,Toby Misech,Featherweight,1000,1
3076,Ricky Palacios,Bantamweight,1000,1
3077,Alton Cunningham,Light Heavyweight,1000,1
3078,Rafael Fiziev,Lightweight,1091,10
3079,Will Santiago,Middleweight,1000,1
3080,Greg Hardy,Heavyweight,1002,11
3081,Austen Lane,Heavyweight,961,4
3082,Montel Jackson,Bantamweight,1132,11
3083,Rico DiSciullo,Bantamweight,1000,1
3084,Sean Lally,Welterweight,1000,1
3085,Chris Curtis,Middleweight,1093,10
3086,Kevin Holland,Welterweight,1121,23
3087,Dashawn Boatwright,Light Heavyweight,1000,1
3088,Carlo Pedersoli Jr.,Welterweight,992,4
3089,Jose Torres,Flyweight,1002,3
3090,Chance Rencountre,Welterweight,1015,5
3091,Anthony Hernandez,Middleweight,1093,9
3092,Austin Springer,Featherweight,986,2
3093,Dwight Grant,Welterweight,990,9
3094,Giga Chikadze,Featherweight,1162,11
3095,Jordan Wright,Middleweight,951,8
3096,Matt Sayles,Featherweight,956,5
3097,Tyler Hill,Welterweight,1000,1
3098,Yazan Hajeh,Featherweight,1000,1
3099,Zhang Weili,Women's Strawweight,1173,12
3100,Antonina Shevchenko,Women's Flyweight,1021,9
3101,Silvana Gomez Juarez,Women's Flyweight,964,5
3102,Austin Tweedy,Lightweight,1000,1
3103,Te Edwards,Lightweight,963,3
3104,Oscar Cota,Heavyweight,1000,1
3105,Jamall Emmers,Featherweight,982,8
3106,Tim Caron,Middleweight,1000,1
3107,Luis Pena,Lightweight,1042,9
3108,Richie Smullen,Lightweight,975,2
3109,Elias Garcia,Flyweight,952,3
3110,Jaimelene Nievera,Women's Flyweight,1000,1
3111,Jordan Williams,Middleweight,941,4
3112,Josh Parisian,Heavyweight,937,8
3113,Kevin Aguilar,Featherweight,978,7
3114,Maycee Barber,Women's Flyweight,1150,12
3115,Vince Morales,Bantamweight,974,9
3116,Domingo Pilarte,Bantamweight,964,4
3117,Maki Pitolo,Middleweight,917,7
3118,Chibwikem Onyenegecha,Middleweight,1000,1
3119,Austin Vanderford,Welterweight,1000,1
3120,Angelo Trevino,Welterweight,1000,1
3121,Edmen Shahbazyan,Middleweight,1081,11
3122,Antonio Jones,Middleweight,1000,1
3123,John Gunther,Lightweight,1001,3
3124,Allan Zuniga,Welterweight,975,2
3125,Michael Trizano,Featherweight,1030,8
3126,Joe Giannetti,Lightweight,975,2
3127,Jay Cucciniello,Featherweight,975,2
3128,Brad Katona,Bantamweight,1024,8
3129,Tyler Diamond,Featherweight,975,2
3130,Bryce Mitchell,Featherweight,1129,10
3131,Nick Newell,Lightweight,1000,1
3132,Alexander Munoz,Lightweight,999,4
3133,Jimmy Crute,Light Heavyweight,1039,10
3134,Chris Birchler,Light Heavyweight,1000,1
3135,Mike Davis,Lightweight,1095,6
3136,Sodiq Yusuff,Featherweight,1091,10
3137,Jeff Hughes,Heavyweight,930,5
3138,Josh Appelt,Heavyweight,1000,1
3139,Chase Hooper,Lightweight,1083,10
3140,Canaan Kawaihae,Featherweight,1000,1
3141,Roosevelt Roberts,Lightweight,1036,10
3142,Mitchell Sipe,Heavyweight,1000,1
3143,Ian Heinisch,Middleweight,1030,8
3144,Justin Sumter,Middleweight,1000,1
3145,Maurice Mitchell,Bantamweight,1000,1
3146,Jordan Griffin,Featherweight,945,6
3147,Juan Adams,Heavyweight,951,5
3148,Shawn Teed,Heavyweight,1000,1
3149,Khalid Taha,Featherweight,934,7
3150,Anthony Adams,Middleweight,1000,1
3151,Tebaris Gordon,Heavyweight,1000,1
3152,Joe Lowry,Lightweight,1000,1
3153,Devonte Smith,Lightweight,1014,7
3154,Dennis Bryant,Light Heavyweight,1000,1
3155,Bobby Moffett,Featherweight,965,4
3156,Jacob Kilburn,Featherweight,950,3
3157,JR Coughran,Featherweight,1000,1
3158,Alex Gilpin,Featherweight,1000,1
3159,David Zawada,Welterweight,978,6
3160,Adam Yandiev,Middleweight,979,2
3161,Andre Ewell,Bantamweight,1019,10
3162,Andre Muniz,Middleweight,1123,9
3163,Bruno Assis,Middleweight,1000,1
3164,Estefani Almeida,Women's Flyweight,1000,1
3165,Leonardo Silva de Oliveira,Middleweight,1000,1
3166,Marcos Conrado Jr.,Heavyweight,1000,1
3167,Maria Oliveira,Women's Strawweight,954,5
3168,Marina Rodriguez,Women's Strawweight,1079,14
3169,Taila Santos,Women's Flyweight,1067,8
3170,Antonio Arroyo,Middleweight,930,4
3171,Diego Henrique da Silva,Middleweight,1000,1
3172,Gustavo Gabriel,Flyweight,1000,1
3173,Johnny Walker,Light Heavyweight,1062,15
3174,Maiara Amanajas dos Santos,Women's Strawweight,1000,1
3175,Mayana Kellem,Women's Bantamweight,1000,1
3176,Mayra Bueno Silva,Women's Flyweight,1039,12
3177,Rogerio Bontorin,Flyweight,1000,7
3178,Sarah Frota,Women's Strawweight,957,3
3179,Allan Nascimento,Flyweight,1028,4
3180,Dayana Silva,Women's Bantamweight,1000,1
3181,Gisele Moreira,Women's Bantamweight,1000,1
3182,John Allan,Light Heavyweight,964,4
3183,Luana Carolina,Women's Flyweight,1085,10
3184,Mabelly Lima,Women's Flyweight,1000,1
3185,Raulian Paiva,Flyweight,1001,8
3186,Vinicius Moreira,Light Heavyweight,923,5
3187,Gleidson Cutis,Lightweight,1000,1
3188,Thiago Moises,Lightweight,1038,14
3190,Aleksei Kunchenko,Welterweight,1045,5
3191,Jin Soo Son,Bantamweight,951,3
3193,Stefan Sekulic,Welterweight,955,3
3194,Khalid Murtazaliev,Middleweight,1029,2
3195,Chris Fishgold,Featherweight,977,5
3196,Luigi Vendramini,Welterweight,965,5
3197,Kai Kara-France,Flyweight,1096,13
3198,Jonathan Martinez,Bantamweight,1122,15
3199,Patrick Kaase,,1000,1
3200,Jarrod Kwitty,,1000,1
3201,Mike Moreno,,1000,1
3202,Justin Hawes,,1000,1
3203,Robert Breslin,,1000,1
3204,Poppies Martinez,,1000,1
3205,Robert Densley,,1000,1
3206,Jeff Terry,,1000,1
3207,J.T Taylor,,1000,1
3208,Hannah Cifers,Women's Strawweight,944,8
3209,Ariane da Silva,Women's Flyweight,1008,13
3210,Laureano Staropoli,Welterweight,976,7
3211,Jesus Pinedo,Featherweight,1013,3
3212,Sergei Pavlovich,Heavyweight,1104,10
3213,Ben Askren,Welterweight,1016,4
3214,Anderson Dos Santos,Featherweight,956,5
3215,Suman Mokhtarian,Featherweight,951,3
3216, Sumudaerji,Flyweight,1042,7
3217,Justin Frazier,Heavyweight,975,2
3218,Pannie Kianzad,Women's Bantamweight,1028,11
3219,Chris Gutierrez,Bantamweight,1110,13
3220,Juan Espino,Heavyweight,1029,4
3221,Macy Chiasson,Women's Bantamweight,1140,12
3222,Maurice Greene,Heavyweight,1032,9
3223,Michel Batista,Heavyweight,975,2
3224,Julija Stoliarenko,Women's Featherweight,938,9
3225,Leah Letson,Women's Featherweight,1011,3
3226,Alex Gorgees,Lightweight,975,2
3227,Damir Ismagulov,Lightweight,1110,8
3228,Kyle Nelson,Featherweight,1001,10
3229,Kron Gracie,Featherweight,999,4
3230,Alen Amedovski,Middleweight,919,5
3231,Deron Winn,Middleweight,1002,6
3232,Jairzinho Rozenstruik,Heavyweight,1111,15
3233,Marc-Andre Barriault,Middleweight,974,14
3234,Ottman Azaitar,Lightweight,1018,5
3235,Sabina Mazo,Women's Flyweight,1004,8
3236,Marcos Mariano,Lightweight,962,3
3237,Dalcha Lungiambula,Light Heavyweight,956,8
3238,Roman Dolidze,Middleweight,1113,11
3239,Mario Bautista,Bantamweight,1116,11
3240,Mike Grundy,Featherweight,977,5
3241,Felipe Colares,Bantamweight,968,7
3242,Klidson Abreu,Light Heavyweight,981,5
3243,Geraldo de Freitas,Bantamweight,977,4
3244,Callan Potter,Featherweight,981,4
3245,Joel Alvarez,Lightweight,1102,9
3246,Chris Solomon,,1000,1
3247,Jason Guida,,1000,1
3248,Patrick Murphy,,1000,1
3249,Joel Thomas ,,1000,1
3250,Trevor Harris,,1000,1
3251,Colley  Bradford,,1000,1
3252,Jonathan  Mix,,1000,1
3253,Ismail Naurdiev,Middleweight,1013,5
3254,Zelim Imadaev,Welterweight,947,4
3255,Bea Malecki,Women's Bantamweight,1032,4
3256,Roman Kopylov,Middleweight,1059,9
3257,Ryan MacDonald,Bantamweight,963,3
3258,Felicia Spencer,Women's Featherweight,1025,7
3259,Nicolae Negumereanu,Light Heavyweight,1063,7
3260,Julia Avila,Women's Bantamweight,1057,6
3261,Sung Bin Jo,Featherweight,979,2
3262,Sean Brady,Welterweight,1141,8
3263,Liana Jojua,Women's Bantamweight,974,5
3264,Norma Dumont,Women's Bantamweight,1111,10
3265,Muin Gafurov,Bantamweight,997,4
3266,Movsar Evloev,Featherweight,1189,9
3267,Michel Pereira,Middleweight,1150,12
3269,Arman Tsarukyan,Lightweight,1314,12
3270,Randy Costa,Bantamweight,965,7
3271,Thomas Gifford,Lightweight,952,3
3272,Duda Santana,Women's Bantamweight,975,2
3273,SeungWoo Choi,Featherweight,985,11
3274,Takashi Sato,Welterweight,959,8
3276,JunYong Park,Middleweight,1082,11
3277,Da Woon Jung,Light Heavyweight,1063,9
3278,Alex Da Silva,Lightweight,968,5
3279,Melissa Gatto,Women's Bantamweight,1041,6
3280,Virna Jandiroba,Women's Strawweight,1104,11
3281,Zarah Fairn,Women's Featherweight,913,5
3282,Austin Hubbard,Lightweight,980,10
3283,Bruno Silva,Flyweight,1035,8
3284,Diana Belbita,Women's Flyweight,955,8
3285,Serghei Spivac,Heavyweight,1081,12
3286,Cole Smith,Bantamweight,980,4
3287,Alexandr Romanov,Heavyweight,1116,10
3288,Sergey Khandozhko,Welterweight,1040,4
3290,Grigory Popov,Bantamweight,962,3
3291,Kyle Prepolec,Welterweight,962,3
3292,Charles Jourdain,Bantamweight,1014,15
3293,Danilo Belluardo,Lightweight,952,3
3294,Carlos Huachin,Bantamweight,966,3
3295,Khadis Ibragimov,Light Heavyweight,917,5
3296,Viviane Araujo,Women's Flyweight,1061,12
3297,Punahele Soriano,Welterweight,1020,9
3298,Brok Weaver,Welterweight,979,4
3299,Leon Shahbazyan,Welterweight,1000,1
3300,Hannah Goldy,Women's Strawweight,942,6
3301,Kali Robbins,Women's Strawweight,1000,1
3302,Bill Algeo,Featherweight,1045,11
3303,Sanford Alton Meeks,Heavyweight,1000,1
3304,Yorgan De Castro,Heavyweight,963,5
3305,Derrick Krantz,Welterweight,967,3
3306,Miguel Baeza,Welterweight,1011,8
3307,Ramiz Brahimaj,Welterweight,998,6
3308,Zach Zane,Welterweight,1000,1
3309,Justin Gonzales,Featherweight,1000,1
3310,Michael Lombardo,Welterweight,1000,1
3311,Kyle Daukaus,Middleweight,973,8
3312,Richie Santiago,Bantamweight,1000,1
3313,Miles Johns,Featherweight,1086,10
3314,Bruno Silva,Middleweight,1014,10
3315,Jack Shore,Featherweight,1130,9
3316,Rostem Akman,Welterweight,964,3
3317,Gabriel Silva,Bantamweight,962,3
3318,James Wallace,Lightweight,1000,1
3319,Joe Solecki,Lightweight,1100,9
3320,Kenneth Bergh,Light Heavyweight,1000,1
3321,Antonio Trocoli,Middleweight,977,2
3322,Christian Ocon,Bantamweight,1000,1
3323,Hunter Azure,Featherweight,1014,5
3324,Jonathan Pearce,Featherweight,1079,9
3325,Jacob Rosales,Lightweight,1000,1
3326,Abubakar Nurmagomedov,Welterweight,1018,5
3327,Ciryl Gane,Heavyweight,1155,12
3328,Raphael Pessoa,Heavyweight,977,4
3329,Ode Osbourne,Flyweight,999,10
3330,Armando Villarreal,Bantamweight,1000,1
3331,Lance Lawrence,Featherweight,1000,1
3332,Kevin Syler,Lightweight,1000,1
3333,Brendan Allen,Middleweight,1218,15
3334,Aaron Jeffery,Middleweight,1000,1
3335,Stephen Regman,Middleweight,1000,1
3336,Ricardo Prasel,Heavyweight,1000,1
3337,Brianna Fortino,Women's Strawweight,1014,3
3338,Victor Reyna,Welterweight,1000,1
3339,Journey Newson,Bantamweight,936,7
3340,Vince Murdock,Bantamweight,1000,1
3342,Karol Rosa,Women's Bantamweight,1109,10
3343,Tanner Boser,Heavyweight,1026,11
3344,Wellington Turman,Middleweight,964,10
3345,Terrance McKinney,Lightweight,1030,10
3347,Ramazan Kuramagomedov,Middleweight,1000,1
3348,Christian Lohsen,Lightweight,1000,1
3349,Jamahal Hill,Light Heavyweight,1107,10
3350,Alexander Poppeck,Light Heavyweight,1000,1
3351,Billy Quarantillo,Featherweight,1070,11
3352,Kamuela Kirk,Featherweight,993,4
3353,Aleksa Camur,Light Heavyweight,967,5
3354,Fabio Cherant,Light Heavyweight,929,4
3355,Steven Nguyen,Featherweight,977,2
3356,Aalon Cruz,Featherweight,951,3
3357,Tracy Cortez,Women's Flyweight,1121,7
3358,Mariya Agapova,Women's Flyweight,983,7
3359,Daniel Rodriguez,Welterweight,1097,12
3360,Rico Farrington,Welterweight,1000,1
3361,Rodrigo Nascimento,Heavyweight,1064,8
3362,Michal Martinek,Heavyweight,1000,1
3363,Dequan Townsend,Light Heavyweight,916,5
3364,Rodolfo Vieira,Middleweight,1068,8
3365,Istela Nunes,Women's Strawweight,912,5
3366,Nohelin Hernandez,Bantamweight,963,3
3367,Eduardo Garagorri,Featherweight,1003,4
3368,Yoshinori Horie,Featherweight,977,2
3369,Ariane Carnelossi,Women's Strawweight,1042,6
3370,Justin Tafa,Heavyweight,987,10
3371,Sean Woodson,Featherweight,1120,9
3372,Askar Askarov,Flyweight,1078,6
3373,Shamil Gamzatov,Light Heavyweight,1010,3
3374,Lara Procopio,Women's Bantamweight,979,4
3375,Miranda Granger,Women's Strawweight,965,5
3376,Cole Williams,Welterweight,956,3
3377,Peter Barrett,Featherweight,955,3
3378,Omar Morales,Lightweight,982,8
3379,Harvey Park,Lightweight,1000,1
3380,Taylor Johnson,Middleweight,1000,1
3381,Herbert Burns,Featherweight,1003,6
3382,Darrick Minner,Bantamweight,982,7
3383,Marilia Santos,Women's Flyweight,1000,1
3384,Lucrezia Ria,Women's Flyweight,1000,1
3385,Dwight Joseph,Bantamweight,1000,1
3386,Jay Perrin,Bantamweight,928,4
3387,Herdem Alacabek,Light Heavyweight,1000,1
3388,William Knight,Light Heavyweight,1009,8
3389,Devin Smyth,Welterweight,1000,1
3390,Sarah Alpar,Women's Bantamweight,952,3
3391,Shanna Young,Women's Bantamweight,967,5
3392,Ray Rodriguez,Bantamweight,978,3
3393,Tony Gravely,Bantamweight,1011,9
3394,Julius Anglickas,Light Heavyweight,1000,1
3395,Kazula Vargas,Lightweight,958,5
3396,Phil Rowe,Welterweight,1032,7
3397,Marcos Brigagao,Light Heavyweight,1000,1
3398,Jamal Pogues,Heavyweight,1026,4
3399,Alberto Montes,Featherweight,1000,1
3401,Mallory Martin,Women's Strawweight,963,5
3402,Micol Di Segni,Women's Strawweight,1000,1
3403,Ricky Steele,Bantamweight,1000,1
3404,Phil Caracappa,Bantamweight,1000,1
3405, Mizuki,Women's Strawweight,1028,4
3406,Dusko Todorovic,Middleweight,972,8
3407,Teddy Ash,Middleweight,1000,1
3408,Kailan Hill,Middleweight,1000,1
3409,Impa Kasanganay,Middleweight,1004,5
3410,SangHoon Yoo,Lightweight,1000,1
3411,Ben Sosoli,Heavyweight,987,3
3412,Dustin Joynson,Heavyweight,1000,1
3413,TJ Brown,Featherweight,975,9
3414,Dylan Lockard,Featherweight,1000,1
3415,Desmond Torres,Bantamweight,1000,1
3416,Khama Worthy,Lightweight,988,6
3417,Shavkat Rakhmonov,Welterweight,1164,7
3419,Batgerel Danaa,Bantamweight,1005,8
3420, Alatengheili,Bantamweight,1086,9
3421,Mark Madsen,Lightweight,1077,7
3422,Nate Landwehr,Featherweight,1066,9
3423,Fares Ziam,Lightweight,1060,8
3424,Lerone Murphy,Featherweight,1146,8
3426,Tyson Nam,Flyweight,982,9
3427,Loma Lookboonmee,Women's Strawweight,1100,9
3428,Tristan Connelly,Welterweight,995,4
3429,Brad Riddell,Lightweight,1062,8
3430,Vanessa Melo,Women's Bantamweight,967,5
3431,Jamie Mullarkey,Lightweight,982,12
3432,Makhmud Muradov,Middleweight,1054,8
3433,Tom Aspinall,Heavyweight,1166,10
3434,Isabela de Padua,Women's Flyweight,977,2
3435,Sergey Morozov,Bantamweight,1039,6
3436,Roman Bogatov,Lightweight,990,2
3437,Modestas Bukauskas,Light Heavyweight,1010,9
3438,Jiri Prochazka,Light Heavyweight,1094,7
3439,Jai Herbert,Lightweight,1012,9
3440,Khaos Williams,Welterweight,1104,9
3441,Austin Lingo,Featherweight,989,6
